symbol,name,summary,currency,sector,industry_group,industry,exchange,mic,market,country,state,city,zipcode,website,market_cap,isin,cusip,figi,composite_figi,shareclass_figi,delisted
KPIG.JK,PT MNC Land Tbk,"PT MNC Land Tbk, together with its subsidiaries, rents office spaces and provides securities and other property services in Indonesia. The company also develops and operates real estate properties, such as hotels and resorts, golf courses, conventions, and theme parks. In addition, it offers property services, including building security, housekeeping, technical, and property management services; and manpower supply services. Further, PT MNC Land Tbk engages in the food and beverage business, and investment activities. The company was formerly known as PT Global Land Development Tbk and changed its name to PT MNC Land Tbk in 2012. The company was founded in 1990 and is based in Jakarta, Indonesia. PT MNC Land Tbk is a subsidiary of PT MNC Investama Tbk.",IDR,Real Estate,Real Estate,Real Estate Management & Development,JKT,XIDX,Indonesia Stock Exchange,Indonesia,,Jakarta,10340.0,http://www.mncland.com,Small Cap,,,,,,False
KRAS.JK,PT Krakatau Steel (Persero) Tbk Class B,"PT Krakatau Steel (Persero) Tbk, together with its subsidiaries, engages in the production and trading of iron and steel products in Indonesia and internationally. It operates through five segments: Steel Products, Real Estate and Hotels, Engineering and Construction, Port Services Provider, and Other Services. The Steel Products segment is primarily involved in production and sale of steel products, such as sponge iron, slabs, billets, hot rolled coils, cold rolled coils, and wire rods; and steel pipes, reinforcing bars, and steel wires, as well as services related to steel, including coating and tolling services. The Real Estate and Hotels segment develops and sells industrial estates with the infrastructure, and hotels and sport facilities. The Engineering and Construction segment is involved in the construction, industrial engineering, planning, and contracting of various types of buildings; export and import of goods; and provision of services and software related to the aforementioned activities. The Port Services Provider segment offers pier services for berthing, loading, and unloading goods and containers; and sea port support, warehousing, and transportation services. The Other Services segment provides information technology, medical, electricity, and water distribution services for industrial and residence needs. It also engages in the production of reinforcing bars, and deformed and plain bars; and coal and mining business. PT Krakatau Steel (Persero) Tbk was founded in 1970 and is headquartered in Cilegon, Indonesia.",IDR,Materials,Materials,Metals & Mining,JKT,XIDX,Indonesia Stock Exchange,Indonesia,,Cilegon,42435.0,http://www.krakatausteel.com,Small Cap,ID1000117005,,BBG00178GF65,BBG000FRZQQ9,BBG001S8MQ07,False
KREN.JK,PT Kresna Graha Investama Tbk,"PT Kresna Graha Investama Tbk, together with its subsidiaries, operates in financial and investment, and technology and digital sectors in Indonesia. The company's Financial and Investment segment offers mutual funds and fixed income; and financial advisory, asset management, brokerage, investment management, and securities underwriting services, as well as operates stock trading platform. Its Technology and Digital segment provides integrated digital products and services comprising financial technology, digital retail and marketing, artificial intelligence, and enterprise solutions, as well as media, and entertainment and lifestyle. The company also engages in the development of human resources platform; trading, online media, and outsourcing activities; digital cloud advertising business; sale of electric vouchers; and provision of communication-platform-as-a-service. The company was formerly known as PT Kresna Graha Sekurindo and changed its name to PT Kresna Graha Investama Tbk in July 2015. The company was founded in 1999 and is headquartered in Jakarta, Indonesia. PT Kresna Graha Investama Tbk is a subsidiary of PT Kresna Prima Invest.",IDR,Financials,Diversified Financials,Capital Markets,JKT,XIDX,Indonesia Stock Exchange,Indonesia,,Jakarta,12190.0,http://www.kresnainvestments.com,Micro Cap,,,,,,False
LAND.JK,PT Trimitra Propertindo Tbk,"PT Trimitra Propertindo Tbk, a property investment and development company, develops residential and commercial projects in Indonesia. The company engages in the construction of buildings, bridges, roads, installations, pipelines, residential areas, housing apartments, and hotel infrastructure. It also acts as a general contractor; and provides property trading and agency services. In addition, the company offers consulting services in the field of architecture, landscape, design and interior, and civil construction, as well as building and apartment engineering and maintenance services. Further, it operates three stars hotel. The company was founded in 2012 and is based in South Tangerang, Indonesia.",IDR,Real Estate,Real Estate,Real Estate Management & Development,JKT,XIDX,Indonesia Stock Exchange,Indonesia,,South Tangerang,,http://www.trimitraland.com,Nano Cap,US3765491010,376549101,,BBG0014JY842,BBG001TB7TR1,False
LCKM.JK,PT LCK Global Kedaton Tbk,"PT LCK Global Kedaton Tbk operates in the telecommunication and engineering industries in Indonesia. The company undertakes site investigation survey, base transceiver station construction, mechanical and electrical installation, telecommunication network installation, electric supply connection, and commission tower installation works. It also procures and trades in telecommunication equipment, heavy equipment, and vehicles. The company was founded in 2013 and is based in Jakarta, Indonesia. PT LCK Global Kedaton Tbk is a subsidiary of Pt Lck Investama Prima Indonesia.",IDR,Communication Services,Telecommunication Services,Diversified Telecommunication Services,JKT,XIDX,Indonesia Stock Exchange,Indonesia,,Jakarta,10640.0,http://www.lckglobal.co.id,Nano Cap,,,,,,False
LEAD.JK,PT Logindo Samudramakmur Tbk.,"PT Logindo Samudramakmur Tbk., together with its subsidiaries, provides integrated maritime services to support upstream oil and gas industries in Indonesia. It provides offshore support vessel services, including anchor handling tugs and anchor handling supply vessels, platform supply vessels, diving support and utility vessels, crew boats, patrol boats, landing craft tanks, tug boats, barges, and accommodation work barges. The company operates a fleet of 45 vessels. PT Logindo Samudramakmur Tbk. was founded in 1995 and is based in Central Jakarta, Indonesia.",IDR,Industrials,Transportation,Marine,JKT,XIDX,Indonesia Stock Exchange,Indonesia,,Jakarta Pusat,10720.0,http://www.logindo.co.id,Nano Cap,,,,,,False
LFLO-W.JK,Waran Seri I Imago Mulia Persad,,IDR,,,,JKT,XIDX,Indonesia Stock Exchange,,,,,,,,,,,,False
LFLO.JK,PT Imago Mulia Persada Tbk,"PT Imago Mulia Persada Tbk operates furniture, fixtures, and equipment showrooms in Indonesia, South East Asia, and the Asia Pacific. The company was founded in 1995 and is based in Jakarta Selatan, Indonesia.",IDR,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,JKT,XIDX,Indonesia Stock Exchange,Indonesia,,Jakarta Selatan,12950.0,http://www.imago-int.com,,,,,,,False
LIFE.JK,PT Asuransi Jiwa Sinarmas MSIG Tbk,"PT Asuransi Jiwa Sinarmas MSIG Tbk provides life insurance products in Indonesia. It offers multi invest, personal accident, medical, hospital protection, and kid insurance; unit link insurance; and Sharia insurance. The company also provides bancassurance products; group insurance products; and online insurance services. It serves individual and group customers through 46 service and marketing offices. The company was formerly known as PT Asuransi Jiwa Eka Life and changed its name to PT Asuransi Jiwa Sinarmas MSIG in 2007. PT Asuransi Jiwa Sinarmas MSIG Tbk was founded in 1984 and is headquartered in Central Jakarta, Indonesia. PT Asuransi Jiwa Sinarmas MSIG Tbk is a subsidiary Mitsui Sumitomo Insurance Co., Ltd.",IDR,Financials,Insurance,Insurance,JKT,XIDX,Indonesia Stock Exchange,Indonesia,,Jakarta Raya,10730.0,http://www.sinarmasmsiglife.co.id,Small Cap,,,,,,False
LINK.JK,PT Link Net Tbk,"PT Link Net Tbk distributes television programs and high-speed Internet through its broadband communication network in Indonesia. The company offers Internet broadband services under the FastNet brand name; interactive Pay TV services under the HomeCable brand, which include educational programs, entertainment, news, music, lifestyle, box office, sports, kids, and house channels; and B2B corporate solutions and data services, data transfer, disaster recovery, storage area network, peering, inter-branch connection, and video streaming services under the DataComm brand. It also provides FirstMediaX, a TV anywhere over-the-top application; and communication system, network access point, telephony value added, trading, management consultancy, call center, and other multimedia services. It serves customers in the Jakarta, Bogor, Tangerang, Bekasi, Surabaya, Bali, Bandung, Medan, Batam, Solo, Semarang, Serang, and Cilegon areas of Indonesia. The company was formerly known as PT Seruling Indah Permai and changed its name to PT Link Net Tbk in March 2000. PT Link Net Tbk was founded in 1996 and is based in South Jakarta, Indonesia.",IDR,Communication Services,Telecommunication Services,Diversified Telecommunication Services,JKT,XIDX,Indonesia Stock Exchange,Indonesia,,Jakarta Selatan,12950.0,http://www.linknet.co.id,Small Cap,,,,,,False
LION.JK,PT Lion Metal Works Tbk,"PT Lion Metal Works Tbk manufactures and sells office equipment and steel fabricated products in Indonesia and internationally. The company operates through Office Equipment, Building Material, and Other segments. It offers office equipment and file storage equipment systems, such as filing cabinets, horizontal file cabinet, modular units, office desks, mobile files, office chairs, lockers, cupboard, office panels, workstations, and other office equipment; and safe and security equipment, including safes, fireproof safes, hotel bedroom safes, and safe deposit boxes. The company also provides warehouse equipment comprising utility racks, archive shelving racks, multitier racks, pallet racks, drive-in racks, and shuttle racks; building and construction materials consisting of cable support systems, steel doors, fire proof doors, and steel roof structures for buildings; C-channel and related products; and hospital equipment. It sells its products through distributors, dealers, and suppliers, as well as through online store. The company was founded in 1972 and is headquartered in Jakarta, Indonesia.",IDR,Industrials,Commercial & Professional Services,Commercial Services & Supplies,JKT,XIDX,Indonesia Stock Exchange,Indonesia,,Jakarta,13910.0,http://www.lionmetal.co.id,Nano Cap,,,,,,False
LMAS.JK,PT Limas Indonesia Makmur Tbk,,IDR,,,,JKT,XIDX,Indonesia Stock Exchange,United States,,,,,,,,,,,False
LMPI.JK,PT Langgeng Makmur Industri Tbk,"PT Langgeng Makmur Industri Tbk manufactures and sells aluminum cookware, plastic houseware and others, and PVC pipes, fittings, and profiles in Indonesia. It offers plastic houseware products, such as bathroom, basket, children item, food container, household, industrial, kitchenware, storage, tableware, and other products under the Global Eagle brand name. The company also provides nonstick cookware and bakeware products, including diamante, smeraldo classic and nobel, rubina, zaffiro, and drago series products; aluminum kitchenware products comprising aldize, kettle, magic roaster, pot, rice boiler and cooker, rice container, food carrier, and other products under the Global Eagle brand name; and plastic woven bags. It exports its products to Asia, the Middle East, Africa, and Europe. The company was formerly known as PT Langgeng Makmur Plastic Industry Ltd. and changed its name to PT Langgeng Makmur Industri Tbk in July 1997. PT Langgeng Makmur Industri Tbk was founded in 1972 and is headquartered in Sidoarjo, Indonesia.",IDR,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,JKT,XIDX,Indonesia Stock Exchange,Indonesia,,Sidoarjo,61256.0,http://www.langgengmakmur.com,Nano Cap,,,,,,False
LMSH.JK,PT Lionmesh Prima Tbk,"PT Lionmesh Prima Tbk engages in the manufacture of various welded wire mesh products in Indonesia. It offers wire mesh fences, gabions, practice columns, and other related products. The company was formerly known as PT Lion Weldmesh Prima. PT Lionmesh Prima Tbk was founded in 1982 and is headquartered in Jakarta, Indonesia.",IDR,Industrials,Capital Goods,Building Products,JKT,XIDX,Indonesia Stock Exchange,Indonesia,,Jakarta,13910.0,http://www.lionmesh.com,Nano Cap,,,,,,False
LPCK.JK,PT Lippo Cikarang Tbk,"PT Lippo Cikarang Tbk, together with its subsidiaries, engages in the development of real estate and industrial estate projects in Indonesia. The company operates through Real Estate and Support Services segments. It is also involved in the provision of supporting services, including estate management, public transport, and recreation services. In addition, the company engages in construction, purchase, sale, lease, and operation of exhibition spaces, storage facilities, private buildings, malls, shopping centers, hospitals, conference halls, houses of worship, hotels, sports centers, golf courses, clubs, restaurants, entertainment venues, medical, laboratories, pharmacies, office buildings, and parking lots. Further, it offers clean and waste water management services; trading, development, and other services; and transportation, waste management, and recycling services. Additionally, the company is involved in the professional, scientific, and technical activities; and remediation, manpower and business support, and other business activities. PT Lippo Cikarang Tbk was founded in 1987 and is headquartered in Bekasi, Indonesia. PT Lippo Cikarang Tbk is a subsidiary of PT Kemuning Satiatama.",IDR,Real Estate,Real Estate,Real Estate Management & Development,JKT,XIDX,Indonesia Stock Exchange,Indonesia,,Bekasi,17550.0,http://www.lippo-cikarang.com,Micro Cap,,,,,,False
LPGI.JK,PT Lippo General Insurance Tbk,"PT Lippo General Insurance Tbk offers various insurance products in Indonesia. The company offers fire, motor vehicle, marine cargo, health, life and death, and other insurance products. It operates through branches and marketing offices located in Karawaci, Medan, Surabaya, Palembang, Bandung, Semarang, Solo, Pekanbaru, Cikarang, Makassar, Jakarta Kota, Balikpapan, and Bali. The company was formerly known as PT Asuransi Marga Pusaka and changed its name to PT Lippo General Insurance Tbk in July 1991. PT Lippo General Insurance Tbk was founded in 1963 and is headquartered in Jakarta Selatan, Indonesia.",IDR,Financials,Insurance,Insurance,JKT,XIDX,Indonesia Stock Exchange,Indonesia,,Jakarta Selatan,12940.0,http://www.lippoinsurance.com,Nano Cap,,,,,,False
LPIN.JK,PT Multi Prima Sejahtera Tbk,"PT Multi Prima Sejahtera Tbk produces, manufactures, distributes, and sells spark plugs in Indonesia. It also offers automobile and motorcycle spark plugs; machinery, equipment, and paraphernalia; automobile accessories parts; technical activities; and agricultural activities and plant breeding. The company was formerly known as Lippo Enterprises Tbk and changed its name to PT Multi Prima Sejahtera Tbk in 2001. PT Multi Prima Sejahtera Tbk was founded in 1982 and is headquartered in Tangerang, Indonesia.",IDR,Consumer Discretionary,Automobiles & Components,Auto Components,JKT,XIDX,Indonesia Stock Exchange,Indonesia,,Tangerang,15139.0,http://www.multiprimasejahtera.net,Nano Cap,,,,,,False
