symbol,name,summary,currency,sector,industry_group,industry,exchange,mic,market,country,state,city,zipcode,website,market_cap,isin,cusip,figi,composite_figi,shareclass_figi,delisted
ERSU.IS,Ersu Meyve ve Gida Sanayii A.S.,"Ersu Meyve ve Gida Sanayii A.S. manufactures and sells fruit concentrates and pulp juices in Turkey and internationally. The company offers clear products, including pear, quince, blackberry, apple, raspberry, sourcherry, pomegranate, black carrot, grape, carrot, and Ã§ilek juice concentrates; cloudy products, such as peach, apricot, and plum juice concentrates; and citrus fruit products consisting of orange, grapefruit, and lemon juice concentrates. It also provides puree products comprising pear, strawberry, apple, plum, fig, apricot, and peach puree; and tomato paste. In addition, the company offers pomegranate, apple, orange, black carrot, and grape juices; and fruit nectars, such as freemix, mixed fruit, apricot, orange, peach, and sour cherry nectars, as well as lemonade. The company distributes its products through a network of 9 regional directorates, as well as approximately 100 distributors. It serves retail sales points, as well as military facilities, hospital cafes, schools and sport complexes, catering, etc. Ersu Meyve ve Gida Sanayii A.S. was founded in 1969 and is based in Konya, Turkey.",TRY,Consumer Staples,Food & Staples Retailing,Food & Staples Retailing,IST,XIST,Borsa Istanbul,Turkey,,Konya,42310.0,http://www.ersu.com.tr,Nano Cap,,,BBG000BRYQH4,BBG000BRYPR5,BBG001SF2439,False
ESCOM.IS,Escort Teknoloji Yatirim A.S.,"Escort Teknoloji Yatirim A.S. provides technology-based products, solutions, and services in Turkey and internationally. The company offers consumer electronic products, such as DSLR and compact cameras, lenses, mobile and tripod models, and carrying bags; and data and power communication infrastructure solutions comprising structured cabling products that can be used in various types of applications, including data centers, rack cabinets, cable ducts, office sockets, and power distribution units. It also engages in the purchase, assembly, sale, export, and import of computer programs, computer printers, and various electronic and electrical equipment, as well as machinery and devices and their spare parts. In addition, the company generates solar based renewable energy. It provides products and solutions in the field of information and energy infrastructure, banking, military, and industrial electronics. The company was founded in 1991 and is based in Istanbul, Turkey.",TRY,Information Technology,Software & Services,IT Services,IST,XIST,Borsa Istanbul,Turkey,,Istanbul,334423.0,http://www.escort.com.tr,Nano Cap,,,BBG000C0C2G0,BBG000C0C270,BBG001SFNJM2,False
ESEN.IS,Esenboga Elektrik Uretim A.S.,"Esenboga Elektrik Ãretim A.S. invests in solar energy sector in Turkey. The company owns 30 solar power plants with a capacity of 33.79 MWp. It also provides EPC services for solar power plants. The company is based in Ankara, Turkey. Esenboga Elektrik Ãretim A.S. is a subsidiary of Naturel Yenilenebilir Enerji Ticaret A.S.",TRY,Utilities,Utilities,Independent Power and Renewable Electricity Producers,IST,XIST,Borsa Istanbul,Turkey,,Ankara,,http://www.esenbogaelektrik.com.tr,,,,BBG00XRQYBP1,BBG00XRQYBN3,BBG00XRQYBS8,False
ETILR.IS,Etiler Gida Ve Ticari Yatirimlar Sanayi Ve Ticaret Anonim Sirketi,"Etiler Gida Ve Ticari Yatirimlar Sanayi Ve Ticaret Anonim Sirketi operates fast-food spots under the Etiler Marmaris name. It offers burgers, toasts, cold sandwiches, potatoes, doner-meatballs, salads, soups, and beverages, as well as breakfast plates. The company operates 45 branches in 15 cities in Turkey. Etiler Gida Ve Ticari Yatirimlar Sanayi Ve Ticaret Anonim Sirketi was founded in 1964 and is based in Istanbul, Turkey.",TRY,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",IST,XIST,Borsa Istanbul,Turkey,,Istanbul,34846.0,http://www.etilermarmaris.com.tr,Nano Cap,,,BBG00369BM97,BBG00369BM88,BBG00369BMD2,False
ETYAT.IS,Euro Trend Yatirim Ortakligi A.S.,"Euro Trend Yatirim Ortakligi A.S. engages in the creation and management of portfolios. It also distributes portfolio risk; monitors the developments related to securities, financial markets, institutions, and partnerships and takes necessary measures for portfolio management; and conducts researches to protect and increase the value of the portfolio. The company was founded in 2007 and is based in Ankara, Turkey.",TRY,Financials,Diversified Financials,Capital Markets,IST,XIST,Borsa Istanbul,Turkey,,Ankara,,http://www.eurotrendyo.com,Nano Cap,,,BBG000C05NH1,BBG000C05N81,BBG001SKB312,False
EUHOL.IS,Euro Yatirim Holding A.S.,"Euro Yatirim Holding A.S. provides financial services. The company offers various financial services, such as trading of derivatives, stocks, and bond-bills; repo and reverse repo transactions; credit securities trading services; public offering; and investment consultancy. It also provides portfolio management services to individuals and corporates. The company was founded in 1996 and is headquartered in Istanbul, Turkey.",TRY,Financials,Diversified Financials,Capital Markets,IST,XIST,Borsa Istanbul,Turkey,,Istanbul,34394.0,http://www.euroyatirim.com.tr,Nano Cap,,,BBG000QK6P77,BBG000QK6P13,BBG001T7LQ72,False
EUKYO.IS,Euro Kapital Yatirim Ortakligi Anonim Sirketi,"Euro Kapital Yatirim Ortakligi Anonim Sirketi creates and manages portfolio of the partnership. It also monitors developments in securities, financial markets and institutions, partnerships, and takes measures regarding portfolio management. The company was founded in 2011 and is based in Ankara, Turkey.",TRY,Financials,Diversified Financials,Capital Markets,IST,XIST,Borsa Istanbul,Turkey,,Ankara,,http://www.eurokapitalyo.com,Nano Cap,,,BBG001RZYR94,BBG001RZYR85,BBG001V2Z8P5,False
EUYO.IS,Euro Menkul Kiymet Yatirim Ortakligi Anonim Sirketi,"Euro Menkul Kiymet Yatirim Ortakligi Anonim Sirketi manages a portfolio of funds arising from capital market instruments in Turkey. The company was formerly known as Euro B Tipi Menkul Kiymetler Yatirim Ortakligi Anonim Sirketi and changed its name to Euro Menkul Kiymet Yatirim Ortakligi Anonim Sirketi in May 2014. Euro Menkul Kiymet Yatirim Ortakligi Anonim Sirketi was founded in 2006 and is headquartered in Ankara, Turkey.",TRY,Financials,Diversified Financials,Capital Markets,IST,XIST,Borsa Istanbul,Turkey,,Ankara,,http://www.euroyatirimortakligi.com,Nano Cap,,,BBG000PHYQQ1,BBG000PHYQ18,BBG001SR2MB4,False
FADE.IS,Fade Gida Yatirim Sanayi Ticaret Anonim Sirketi,"Fade Gida Yatirim Sanayi Ticaret Anonim Sirketi engages in the food business. The company provides salted/sulphured sun dried tomatoes. It sells its organic products to its customers worldwide. The company was founded in 1995 and is based in Izmir, Turkey.",TRY,Consumer Staples,Food & Staples Retailing,Food & Staples Retailing,IST,XIST,Borsa Istanbul,Turkey,,Izmir,35660.0,http://www.fadefood.com,Micro Cap,,,BBG00WDRJPK7,BBG00WDRJPJ9,BBG00WDRJPN4,False
FENER.IS,Fenerbahce Futbol A.S.,"FenerbahÃ§e Futbol A.S. provides commercial and related services for football club. It also distributes, markets, and sells Fenerbahce licensed products through 76 stores, as well as corners and website. The company was founded in 1907 and is based in Istanbul, Turkey. FenerbahÃ§e Futbol A.S. is a subsidiary of FenerbahÃ§e S.K.",TRY,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",IST,XIST,Borsa Istanbul,Turkey,,Istanbul,34724.0,http://www.fenerbahce.org/fbfutbol,Micro Cap,,,BBG000L2BDD6,BBG000L2BCX6,BBG001SJV1F2,False
FLAP.IS,Flap Kongre Toplanti Hizmetleri Otomotiv ve Turizm A.S.,"Flap Kongre Toplanti Hizmetleri Otomotiv ve Turizm A.S. plans and organizes events and meetings under Flap Tour brand name for the tourism industry. The company organizes product launch meetings, education meetings, dealers meetings, and corporate opening organizations. It is also involved in organizing press meetings and bulletins; and the preparation of the printed materials for presentations. In addition, the company offers association management services, such as general management and secretariat, membership succeeding, course and seminar organizations, finance and budget management, and Web services; and IT and graphic design services, including logo and visual projects for congress and meetings, design and printing of printed materials, online abstract module software, electronic poster module software, congress registration and accommodation module software, and internal use web server and customizable software options. Further, it provides ticketing services; and tracks payments and contracts of the hotel projects. The company was founded in 1993 and is headquartered in Ankara, Turkey.",TRY,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",IST,XIST,Borsa Istanbul,Turkey,,Ankara,,http://www.flaptour.com.tr,Nano Cap,,,BBG0035MH4G5,BBG000FP1MT6,BBG001T2N4D3,False
