symbol,name,summary,currency,sector,industry_group,industry,exchange,mic,market,country,state,city,zipcode,website,market_cap,isin,cusip,figi,composite_figi,shareclass_figi,delisted
ESBA,"Empire State Realty OP, L.P.","Empire State Realty OP, L.P. operates as a subsidiary of Empire State Realty Trust, Inc.",USD,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),PCX,ARCX,NYSE Arca,United States,NY,New York,10120.0,http://www.empirestaterealtytrust.com,Mid Cap,,292102100,BBG004M284K3,BBG004M284K3,BBG004M284L2,False
FISK,"Empire State Realty OP, L.P.","Empire State Realty OP, L.P. operates as a subsidiary of Empire State Realty Trust, Inc.",USD,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),PCX,ARCX,NYSE Arca,United States,NY,New York,10120.0,http://www.empirestaterealtytrust.com,Mid Cap,,,BBG005CL7974,BBG005CL7974,BBG005CL79Z3,False
FLAG,First Light Acquisition Group Inc. Class A Common Stock,"First Light Acquisition Group Inc. is a blank check company formed for the purpose of effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization or similar business combination with one or more businesses. The company is based in New York, NY. They focus on healthcare companies with a focus on the health and wellness sector.",USD,Financials,Diversified Financials,Diversified Financial Services,PCX,ARCX,NYSE Arca,United States,,,,,Nano Cap,,37960A354,BBG01THDN636,BBG01THDN636,BBG01THDN6Z1,False
OGCP,"Empire State Realty OP, L.P.","Empire State Realty OP, L.P. operates as a subsidiary of Empire State Realty Trust, Inc.",USD,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),PCX,ARCX,NYSE Arca,United States,NY,New York,10120.0,http://www.empirestaterealtytrust.com,Mid Cap,,,BBG005CL8KT4,BBG005CL8KT4,BBG005CL7PV1,False
OIL,iPath Pure Beta Crude Oil ETN,iPath Pure Beta Crude Oil ETN (OIL) provides exposure to the Barclays WTI Crude Oil Pure Beta TR Index. The index reflects the returns potentially available through an unleveraged investment in the West Texas Intermediate (WTI) crude oil futures market. The ETN is designed to track a basket of crude oil futures contracts.,USD,Energy,Energy,,PCX,ARCX,NYSE Arca,India,,,,,,,,,,,True
PTEST-X,,,,,,,PCX,ARCX,NYSE Arca,,,,,,,,,,,,False
