symbol,name,summary,currency,sector,industry_group,industry,exchange,mic,market,country,state,city,zipcode,website,market_cap,isin,cusip,figi,composite_figi,shareclass_figi,delisted
NCH2.DE,Thyssenkrupp Nucera AG & Co KGaa,,,,,Construction & Engineering,,,,Germany,,,,,,,,,,,False
NEMCL,NEWMONT CORP-CDI,,,Materials,Materials,Metals & Mining,,,,Australia,,,,,,,,,,,False
NMCI,,,,,,,,,,,,,,,,,,,,,False
NSIS-B.CO,Novonesis Novozymes B,,,Materials,Materials,Chemicals,,,,Denmark,,,,,,,,,,,False
NWG.WA,Newag,,,,,,,,,Poland,,,,,,,,,,,False
OAC,,,,,,,,,,,,,,,,,,,,,False
OFSSL,,,,,,,,,,,,,,,,,,,,,False
ONT.L,Oxford Nanopore Technologies PLC,,,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Life Sciences Tools & Services,,,,United Kingdom,,,,,,,,,,,False
OPM.PA,Opmobility,,,Consumer Discretionary,Automobiles & Components,Auto Components,,,,France,,,,,,,,,,,False
OPTIMA.AT,Optima bank SA,,,Financials,Banks,Banks,,,,Greece,,,,,,,,,,,False
OVH.PA,OVH Groupe SA,,,Information Technology,Software & Services,IT Services,,,,France,,,,,,,,,,,False
PAZ.TA,Paz Retail And Energy Ltd,,,Energy,Energy,"Oil, Gas & Consumable Fuels",,,,Israel,,,,,,,,,,,False
PCO.WA,Pepco Group NV,,,Consumer Discretionary,Retailing,Multiline Retail,,,,Poland,,,,,,,,,,,False
PDLI,,,,,,,,,,,,,,,,,,,,,False
PET.TO,Pet Valu Holdings Ltd,,,Consumer Discretionary,Retailing,Specialty Retail,,,,Canada,,,,,,,,,,,False
PEVMD,Phoenix Motor,,,,,,,,,United States,CA,,,,,,,,,,False
PKN.WA,ORLEN SA,,,Energy,Energy,"Oil, Gas & Consumable Fuels",,,,Poland,,,,,,,,,,,False
PKO.WA,Powszechna Kasa Oszczednosci Bank Polski Spólka Akcyjna,,,,,,,,,Poland,,,,,,,,,,,False
PKP.WA,Pkp Cargo,,,,,,,,,Poland,,,,,,,,,,,False
PLNW.PA,Planisware SA,,,Information Technology,Software & Services,Software,,,,France,,,,,,,,,,,False
PLX.PA,Pluxee NV,,,Information Technology,Software & Services,IT Services,,,,France,,,,,,,,,,,False
PMZ-UN.TO,Primaris Real Estate Investment Trust,,,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),,,,Canada,,,,,,,,,,,False
PRSC,,,,,,,,,,,,,,,,,,,,,False
